dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1-2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,location,cross_street,lat,lon,year_occ,month_occ
201004557,2020-01-14,2020-01-14,21:30:00,10,West Valley,1031,1,210,ROBBERY,0945 0344 0906 0371 0374 1816 1236 0325 0447 1402,0,M,O,403,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,998.0,998.0,19300    VICTORY                      BL,LEIGHTON,34.1866,-118.5535,2020,1
200805814,2020-02-10,2020-02-09,20:00:00,8,West LA,896,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,301,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,998.0,998.0,9900    NATIONAL                     BL,LEIGHTON,34.0309,-118.4017,2020,2
201216882,2020-07-17,2020-07-17,18:20:00,12,77th Street,1213,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 2000 1814,19,F,H,101,STREET,207.0,OTHER KNIFE,AO,Adult Other,740.0,998.0,998.0,998.0,1800 W  57TH                         ST,LEIGHTON,33.991,-118.3096,2020,7
200107455,2020-02-19,2020-02-19,16:05:00,1,Central,164,1,761,BRANDISH WEAPON,0334 1822 1266 2003 2004,36,M,H,103,ALLEY,510.0,SCALDING LIQUID,AA,Adult Arrest,761.0,998.0,998.0,998.0,600 S  MAIN                         ST,LEIGHTON,34.0453,-118.2499,2020,2
200514109,2020-09-14,2020-04-01,12:00:00,5,Harbor,585,1,310,BURGLARY,1607 0344 0329,41,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",510.0,SCALDING LIQUID,IC,Invest Cont,310.0,998.0,998.0,998.0,700 W  25TH                         ST,LEIGHTON,33.7214,-118.2927,2020,4
200116095,2020-08-09,2020-08-07,17:00:00,1,Central,192,1,310,BURGLARY,0325 0344 0352 1822 1414,0,X,X,406,OTHER STORE,510.0,SCALDING LIQUID,IC,Invest Cont,310.0,998.0,998.0,998.0,1700 S  HILL                         ST,LEIGHTON,34.0363,-118.2672,2020,8
200815077,2020-10-09,2020-10-09,18:50:00,8,West LA,883,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0202 2028 0325 0344 1822,0,X,X,203,OTHER BUSINESS,510.0,SCALDING LIQUID,IC,Invest Cont,442.0,998.0,998.0,998.0,11200 W  PICO                         BL,LEIGHTON,34.04,-118.4393,2020,10
200809987,2020-05-27,2020-05-06,16:00:00,8,West LA,854,1,310,BURGLARY,0321 1822 0344,45,M,H,221,PUBLIC STORAGE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,998.0,998.0,1600    COTNER                       AV,LEIGHTON,34.0483,-118.447,2020,5
200711615,2020-07-15,2020-07-14,19:00:00,7,Wilshire,785,1,510,VEHICLE - STOLEN,0321 1822 0344,0,M,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,510.0,998.0,998.0,998.0,2000    VINEYARD                     AV,LEIGHTON,34.0377,-118.3407,2020,7
200415348,2020-11-28,2020-11-28,04:00:00,4,Hollenbeck,407,1,310,BURGLARY,0325 0321 1822,0,X,X,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,998.0,998.0,4500 N  HUNTINGTON                   DR,LEIGHTON,34.084,-118.1905,2020,11
201223555,2020-10-29,2020-10-29,07:45:00,12,77th Street,1241,2,624,BATTERY - SIMPLE ASSAULT,1202 0416 0913,61,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,6100    BRYNHURST                    AV,LEIGHTON,33.9837,-118.3338,2020,10
201013260,2020-09-21,2020-04-20,06:00:00,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,845.0,998.0,998.0,998.0,8100    BALBOA                       BL,LEIGHTON,34.2176,-118.5013,2020,4
200616743,2020-10-16,2020-10-16,10:45:00,6,Hollywood,622,1,330,BURGLARY FROM VEHICLE,1822 1609 1300 0344,41,F,B,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,998.0,998.0,2600    DESMOND ESTATES              RD,LEIGHTON,34.1187,-118.3542,2020,10
200511029,2020-06-25,2020-06-16,18:00:00,5,Harbor,585,2,900,VIOLATION OF COURT ORDER,0913 0552 0602 1258,0,X,X,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,900.0,998.0,998.0,998.0,500 W  19TH                         ST,LEIGHTON,33.727,-118.2884,2020,6
200119702,2020-10-19,2020-10-19,18:50:00,1,Central,161,1,210,ROBBERY,0344 1402 0378 1822 1420,0,X,X,710,OTHER PREMISE,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210.0,998.0,998.0,998.0,700 S  FIGUEROA                     ST,LEIGHTON,34.0483,-118.2631,2020,10
200610194,2020-05-13,2020-05-13,14:15:00,6,Hollywood,647,2,624,BATTERY - SIMPLE ASSAULT,0400 0446 1822,37,F,A,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,5900    HOLLYWOOD                    BL,LEIGHTON,34.1017,-118.318,2020,5
200412721,2020-09-13,2020-09-13,17:40:00,4,Hollenbeck,477,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913,46,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,700 S  MOTT                         ST,LEIGHTON,34.0334,-118.2122,2020,9
200911824,2020-07-01,2020-06-30,18:30:00,9,Van Nuys,916,1,330,BURGLARY FROM VEHICLE,0344 1300,51,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,HART,COSTELLO,34.1976,-118.4378,2020,6
200904804,2020-01-19,2020-01-18,21:00:00,9,Van Nuys,937,1,330,BURGLARY FROM VEHICLE,0344 1300 1307,34,M,W,123,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,6300    WOODMAN                      AV,COSTELLO,34.1836,-118.4355,2020,1
200817805,2020-12-21,2020-10-30,15:30:00,8,West LA,813,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0522 0913 1259 1813,15,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,998.0,998.0,998.0,1100 N  BUNDY                        DR,COSTELLO,34.0797,-118.4823,2020,10
200507498,2020-03-23,2020-03-23,00:05:00,5,Harbor,514,2,624,BATTERY - SIMPLE ASSAULT,0448 0419 0429 0416 0913,29,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,1000    WILMINGTON                   BL,COSTELLO,33.7897,-118.2787,2020,3
200709320,2020-05-16,2020-05-16,21:10:00,7,Wilshire,767,2,900,VIOLATION OF COURT ORDER,2038,52,M,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,900.0,998.0,998.0,998.0,1500    6TH                          AV,COSTELLO,34.0457,-118.3255,2020,5
200619291,2020-12-15,2020-12-15,06:50:00,6,Hollywood,657,1,761,BRANDISH WEAPON,0334 0421 1822 1501 0906,44,F,H,102,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,761.0,930.0,998.0,998.0,SANTA MONICA                 BL,WESTERN                      AV,34.0908,-118.3092,2020,12
200507260,2020-03-16,2020-03-16,19:00:00,5,Harbor,501,2,901,VIOLATION OF RESTRAINING ORDER,2000 1814 1309 2038,22,F,H,406,OTHER STORE,207.0,OTHER KNIFE,AA,Adult Arrest,901.0,930.0,998.0,998.0,700 W  182ND                        ST,WESTERN                      AV,33.8698,-118.2858,2020,3
200608277,2020-03-23,2020-03-23,14:00:00,6,Hollywood,666,1,510,VEHICLE - STOLEN,2000 1814 1309 2038,0,F,H,101,STREET,207.0,OTHER KNIFE,IC,Invest Cont,510.0,930.0,998.0,998.0,1200 N  CAHUENGA                     BL,WESTERN                      AV,34.0926,-118.3289,2020,3
200714491,2020-10-02,2020-09-30,12:15:00,7,Wilshire,745,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,28,M,H,145,MAIL BOX,207.0,OTHER KNIFE,IC,Invest Cont,440.0,930.0,998.0,998.0,WILSHIRE                     BL,RIDGELEY                     DR,34.0624,-118.3505,2020,9
201104393,2020-01-09,2020-01-09,14:57:00,11,Northeast,1142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0104,0,X,X,203,OTHER BUSINESS,207.0,OTHER KNIFE,IC,Invest Cont,440.0,930.0,998.0,998.0,1800 N  VERMONT                      AV,RIDGELEY                     DR,34.1036,-118.2918,2020,1
201219071,2020-08-22,2020-08-22,10:00:00,12,77th Street,1267,2,624,BATTERY - SIMPLE ASSAULT,0913 0561 0426,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,930.0,998.0,998.0,300 W  84TH                         ST,RIDGELEY                     DR,33.9633,-118.2803,2020,8
200805567,2020-02-04,2020-02-04,13:00:00,8,West LA,883,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0344 0346,0,X,X,402,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,442.0,930.0,998.0,998.0,11200 W  PICO                         BL,RIDGELEY                     DR,34.04,-118.4393,2020,2
200416368,2020-12-28,2020-10-20,14:00:00,4,Hollenbeck,459,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0500 0522 0551 1258,12,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812.0,860.0,998.0,998.0,400 N  EZRA                         ST,RIDGELEY                     DR,34.0414,-118.1956,2020,10
200608040,2020-03-15,2020-03-15,20:00:00,6,Hollywood,647,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,860.0,998.0,998.0,1500 N  BRONSON                      AV,RIDGELEY                     DR,34.0981,-118.318,2020,3
200213003,2020-07-24,2020-07-24,13:30:00,2,Rampart,203,1,310,BURGLARY,1822 0329 1607,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,860.0,998.0,998.0,4100    MARATHON                     ST,RIDGELEY                     DR,34.0846,-118.2892,2020,7
200815120,2020-10-11,2020-10-09,20:52:00,8,West LA,824,1,480,BIKE - STOLEN,1822 1420 0344 0209 0202,32,M,W,507,CONDOMINIUM/TOWNHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,860.0,998.0,998.0,100    OCEAN                        WY,RIDGELEY                     DR,34.0276,-118.5165,2020,10
200706516,2020-02-22,2020-02-22,14:00:00,7,Wilshire,722,2,624,BATTERY - SIMPLE ASSAULT,0448,26,F,B,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,860.0,998.0,998.0,8400    BEVERLY                      BL,RIDGELEY                     DR,34.0761,-118.3731,2020,2
201000727,2020-06-07,2020-06-07,21:40:00,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822 1402 1266 2022,36,M,H,202,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,16000    VANOWEN                      ST,RIDGELEY                     DR,34.1939,-118.483,2020,6
200312812,2020-06-17,2020-06-17,11:30:00,3,Southwest,354,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0446,32,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,998.0,998.0,OBAMA                        BL,6TH                          AV,34.0189,-118.3241,2020,6
201104684,2020-01-17,2020-01-16,17:10:00,11,Northeast,1109,2,624,BATTERY - SIMPLE ASSAULT,0448 0602 0913,24,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,998.0,998.0,998.0,5100    MOUNT HELENA                 AV,6TH                          AV,34.1395,-118.1958,2020,1
200808115,2020-04-08,2020-04-08,11:40:00,8,West LA,823,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1420 1403 0329 2004,0,X,X,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,998.0,998.0,998.0,15200 W  SUNSET                       BL,6TH                          AV,34.0461,-118.5243,2020,4
201108593,2020-04-21,2020-04-07,17:15:00,11,Northeast,1102,1,510,VEHICLE - STOLEN,1822 1420 1403 0329 2004,0,X,X,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,510.0,998.0,998.0,998.0,4500    ALGER                        ST,6TH                          AV,34.1344,-118.2665,2020,4
200513439,2020-08-27,2020-08-26,06:00:00,5,Harbor,557,2,922,CHILD STEALING,0913,41,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,922.0,998.0,998.0,998.0,500 W  4TH                          ST,6TH                          AV,33.7406,-118.2879,2020,8
200809632,2020-05-19,2020-05-18,19:00:00,8,West LA,833,1,480,BIKE - STOLEN,1822 1602 0397 0344,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,998.0,998.0,998.0,10900    ROCHESTER                    AV,6TH                          AV,34.0562,-118.4423,2020,5
201210588,2020-04-09,2020-04-09,00:55:00,12,77th Street,1266,1,210,ROBBERY,0342 0370 0344 1822 1402 0416 0429,19,X,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,998.0,998.0,83RD                         ST,BROADWAY,33.9642,-118.2783,2020,4
200813129,2020-08-19,2020-07-11,17:50:00,8,West LA,884,1,480,BIKE - STOLEN,0344 0346,36,M,F,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,998.0,998.0,998.0,SEPULVEDA                    BL,PICO                         BL,34.037,-118.4351,2020,7
201222866,2020-10-16,2020-10-16,21:20:00,12,77th Street,1263,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 1813 0913 0416 0446,0,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,998.0,998.0,1600 W  83RD                         ST,PICO                         BL,33.9636,-118.3068,2020,10
200515857,2020-10-27,2020-10-26,07:00:00,5,Harbor,529,1,510,VEHICLE - STOLEN,2000 1243 1813 0913 0416 0446,0,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,600    FLINT                        AV,PICO                         BL,33.778,-118.2492,2020,10
200805528,2020-02-03,2020-02-03,01:30:00,8,West LA,835,1,210,ROBBERY,1822 0416 0344 0346 0327 0342 0429,24,M,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,998.0,998.0,998.0,1700    CAMDEN                       AV,PICO                         BL,34.0481,-118.4421,2020,2
200706379,2020-02-20,2020-02-19,16:00:00,7,Wilshire,782,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,58,M,B,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,998.0,998.0,6000    CADILLAC                     AV,PICO                         BL,34.0375,-118.3742,2020,2
201010076,2020-06-16,2020-06-16,22:33:00,10,West Valley,1091,1,320,"BURGLARY, ATTEMPTED",1822 1609 1414,59,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,320.0,998.0,998.0,998.0,19300    OLIVOS                       DR,PICO                         BL,34.1584,-118.553,2020,6
200618008,2020-11-14,2020-11-14,00:45:00,6,Hollywood,646,1,510,VEHICLE - STOLEN,1822 1609 1414,0,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,1600    WILCOX                       AV,PICO                         BL,34.0998,-118.331,2020,11
200515398,2020-10-17,2020-10-17,14:50:00,5,Harbor,585,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0602 0913 0416 0554 1259,15,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627.0,998.0,998.0,998.0,500 W  22ND                         ST,PICO                         BL,33.7243,-118.2885,2020,10
200114103,2020-06-29,2020-06-27,06:10:00,1,Central,192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1420 0344 1822,0,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,998.0,998.0,1600 S  HOPE                         ST,PICO                         BL,34.036,-118.268,2020,6
200412283,2020-08-29,2020-08-29,04:30:00,4,Hollenbeck,421,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 2002 0444 0417,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,998.0,998.0,2100    MANITOU                      AV,PICO                         BL,34.0718,-118.218,2020,8
200208952,2020-04-14,2020-04-07,15:00:00,2,Rampart,204,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2000 1813 2002 0444 0417,0,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,998.0,998.0,SUNSET                       BL,LUCILLE                      AV,34.0857,-118.2812,2020,4
200907602,2020-03-19,2020-03-17,23:00:00,9,Van Nuys,919,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,59,M,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,998.0,998.0,998.0,13400    CREWE                        ST,LUCILLE                      AV,34.1966,-118.4263,2020,3
200704598,2020-01-13,2020-01-13,11:30:00,7,Wilshire,732,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2004 0400 0431,63,M,W,101,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,998.0,998.0,998.0,WILSHIRE                     BL,CRESCENT HEIGHTS,34.0634,-118.3653,2020,1
200215856,2020-10-06,2020-10-06,14:55:00,2,Rampart,212,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 0913 1813 0334 0302 1814 0448 1310 0421,39,F,W,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,998.0,998.0,998.0,3800    MIDDLEBURY                   ST,CRESCENT HEIGHTS,34.0798,-118.288,2020,10
200312895,2020-06-18,2020-06-17,22:30:00,3,Southwest,328,1,480,BIKE - STOLEN,1822 0344 1251 2032,21,M,W,508,FRAT HOUSE/SORORITY/DORMITORY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,998.0,998.0,998.0,900 W  28TH                         ST,CRESCENT HEIGHTS,34.0283,-118.2822,2020,6
200912190,2020-07-10,2020-07-10,01:00:00,9,Van Nuys,901,1,330,BURGLARY FROM VEHICLE,0344 1300,35,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,15400    SHERMAN                      WY,CRESCENT HEIGHTS,34.2013,-118.4689,2020,7
200404898,2020-01-23,2020-01-15,07:50:00,4,Hollenbeck,452,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,20,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,998.0,998.0,1700 E  1ST                          ST,CRESCENT HEIGHTS,34.0502,-118.2222,2020,1
200109493,2020-03-21,2020-03-21,07:45:00,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,1822 0448 2004,40,F,B,406,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,600 W  7TH                          ST,CRESCENT HEIGHTS,34.0473,-118.2566,2020,3
200710675,2020-06-18,2020-06-13,14:00:00,7,Wilshire,721,1,510,VEHICLE - STOLEN,1822 0448 2004,0,F,B,104,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,400 S  WILLAMAN                     DR,CRESCENT HEIGHTS,34.0722,-118.3806,2020,6
201217588,2020-08-01,2020-08-01,23:30:00,12,77th Street,1249,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913,39,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,998.0,998.0,998.0,600 W  GAGE                         AV,CRESCENT HEIGHTS,33.9824,-118.2844,2020,8
201305360,2020-01-24,2020-01-24,15:50:00,13,Newton,1364,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1309,44,F,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647.0,998.0,998.0,998.0,CENTRAL                      AV,52ND                         ST,33.9958,-118.2565,2020,1
200808724,2020-04-26,2020-04-26,15:45:00,8,West LA,832,2,888,TRESPASSING,1402 1501 1822,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,888.0,998.0,998.0,998.0,11500    SAN VICENTE                  BL,52ND                         ST,34.0526,-118.4607,2020,4
201204474,2020-01-07,2020-01-07,19:00:00,12,77th Street,1269,1,510,VEHICLE - STOLEN,1402 1501 1822,0,X,X,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,510.0,998.0,998.0,998.0,8400    STANFORD                     AV,52ND                         ST,33.9629,-118.2629,2020,1
200912807,2020-07-27,2020-04-15,08:00:00,9,Van Nuys,937,1,330,BURGLARY FROM VEHICLE,0344 1300,60,M,O,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,998.0,998.0,6100    WOODMAN                      AV,52ND                         ST,34.1836,-118.4355,2020,4
201008163,2020-04-18,2020-04-18,18:00:00,10,West Valley,1089,1,330,BURGLARY FROM VEHICLE,0344 1822 1420,38,M,W,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,998.0,998.0,4500    HASKELL                      AV,52ND                         ST,34.1525,-118.4742,2020,4
200814107,2020-09-15,2020-08-22,14:50:00,8,West LA,889,2,354,THEFT OF IDENTITY,0930 1822,28,F,O,210,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,354.0,998.0,998.0,998.0,1800 S  LA CIENEGA                   BL,52ND                         ST,34.0425,-118.3818,2020,8
201117022,2020-12-27,2020-12-26,19:00:00,11,Northeast,1123,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1608 0344 0913 0603,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,341.0,998.0,998.0,998.0,2900    GLENMANOR                    PL,52ND                         ST,34.1153,-118.2654,2020,12
200815785,2020-10-28,2020-10-27,23:30:00,8,West LA,884,1,210,ROBBERY,0344 0302 0355 1309 1822,35,M,H,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,998.0,998.0,998.0,SEPULVEDA,PICO,34.037,-118.4351,2020,10
200109950,2020-04-01,2020-04-01,16:40:00,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,29,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,6TH                          ST,SAN PEDRO,34.0423,-118.2452,2020,4
200712227,2020-07-22,2020-07-02,18:00:00,7,Wilshire,762,1,330,BURGLARY FROM VEHICLE,1300 1606 0344,36,M,W,123,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,998.0,998.0,1500 S  HAYWORTH                     AV,SAN PEDRO,34.0478,-118.3686,2020,7
200709043,2020-05-08,2020-04-24,14:30:00,7,Wilshire,763,1,310,BURGLARY,1601 0344 1607,25,M,A,221,PUBLIC STORAGE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,998.0,998.0,998.0,5500    AIRDROME                     ST,SAN PEDRO,34.0446,-118.3628,2020,4
